final_ID,leaf_sample,Subplot,Species,leaf_area_cm2,leaf_mass_g,LMA_gm2,Year
3168,1,C03W,acpe,201.55,0.7603,37.72264947,2019
3986,1,C02E,acpe,229.45,0.8228,35.85966441,2019
3169,1,C03W,acpe,121.57,0.3574,29.39870034,2019
3172,1,C03W,fagr,42.28,0.1452,34.34247871,2019
3175,1,C03W,acpe,94.38,0.251,26.5946175,2019
3170,1,C03W,fagr,50.65,0.138,27.24580454,2019
3166,1,C03W,acpe,92.59,0.3071,33.1677287,2019
3174,1,C03W,fagr,57.17,0.1952,34.1437817,2019
3176,1,C03W,fagr,68.04,0.2838,41.71075838,2019
3171,1,C03W,fagr,53.06,0.185,34.86618922,2019
3173,1,C03W,acpe,89.14,0.297,33.31837559,2019
1198,1,C03W,fagr,62.43,0.1842,29.50504565,2019
3977,1,C02W,amel,22.94,0.0845,36.83522232,2019
3973,1,C02W,fagr,59.03,0.1554,26.32559715,2019
966,1,C02W,fagr,39.31,0.1013,25.76952429,2019
3974,1,C02W,fagr,90.65,0.2956,32.60893547,2019
3969,1,C02W,fagr,59.53,0.1791,30.08567109,2019
934,1,C02W,acpe,91.07,0.3181,34.92917536,2019
931,1,C02W,acru,50.04,0.202,40.36770584,2019
3978,1,C02W,fagr,50.71,0.1663,32.79432065,2019
3990,1,C02E,acpe,76.02,0.2481,32.63614838,2019
3988,1,C02E,acpe,64.66,0.2122,32.81781627,2019
3992,1,C02E,acpe,81.82,0.2352,28.74602787,2019
3979,1,C02W,fagr,53.33,0.2175,40.78379899,2019
3991,1,C02E,acpe,100.09,0.3732,37.2864422,2019
3331,1,C04E,fagr,42.77,0.1473,34.44002806,2019
3182,1,C03E,fagr,38.23,0.1352,35.36489668,2019
3333,1,C04E,acpe,76.2,0.3043,39.9343832,2019
3334,1,C04E,fagr,79.13,0.3543,44.77442184,2019
3330,1,C04E,fagr,49.37,0.1818,36.82398218,2019
3183,1,C03E,fagr,47.2,0.1721,36.46186441,2019
3343,1,C04E,fagr,64.42,0.2695,41.8348339,2019
3344,1,C04E,fagr,65.35,0.3012,46.09028309,2019
3340,1,C04E,fagr,52.16,0.1935,37.09739264,2019
3338,1,C04E,acru,71.13,0.384,53.98566006,2019
3339,1,C04E,acru,38.75,0.1943,50.14193548,2019
3335,1,C04E,fagr,68.92,0.2399,34.80847359,2019
3313,1,C04W,fagr,47.68,0.1551,32.52936242,2019
1451,1,C04W,acru,72.03,0.3287,45.63376371,2019
3327,1,C04W,fagr,43.63,0.1759,40.31629613,2019
3326,1,C04W,acru,49.34,0.2337,47.36522092,2019
3312,1,C04W,acru,70.5,0.3788,53.73049645,2019
1273,1,C03E,acpe,122.19,0.43,35.19109583,2019
1274,1,C03E,acpe,117.53,0.3658,31.12396835,2019
1292,1,C03E,fagr,30.84,0.1201,38.94293126,2019
3179,1,C03E,fagr,57.75,0.2066,35.77489177,2019
1295,1,C03E,fagr,53.48,0.2524,47.19521316,2019
3185,1,C03E,acpe,51.55,0.1589,30.82444229,2019
3322,1,C04W,acru,34.34,0.1607,46.7967385,2019
3323,1,C04W,fagr,67.34,0.2235,33.18978319,2019
3316,1,C04W,fagr,41.81,0.1619,38.72279359,2019
3318,1,C04W,fagr,56.47,0.1874,33.18576235,2019
3317,1,C04W,fagr,49.94,0.1605,32.13856628,2019
3181,1,C03E,acpe,170.01,0.6673,39.25063232,2019
3184,1,C03E,acpe,194.16,0.5787,29.8053152,2019
1272,1,C03E,acpe,162.63,0.5058,31.10127283,2019
3186,1,C03E,acpe,192.74,0.567,29.41786863,2019
3321,1,C04W,acpe,124.38,0.459,36.90303907,2019
3342,1,C04E,acpe,104.83,0.4241,40.45597634,2019
3329,1,C04E,acpe,153.06,0.6335,41.38899778,2019
4077,1,B02W,fagr,62.17,0.1755,28.22904938,2019
1755,1,B02W,fagr,40.07,0.1365,34.06538558,2019
1752,1,B02W,fagr,45,0.1459,32.42222222,2019
1834,1,B02W,fagr,72.84,0.317,43.52004393,2019
4106,1,B01W,fagr,52.9,0.1213,22.93005671,2019
4104,1,B01W,fagr,68.09,0.1632,23.96827728,2019
1649,1,B01W,fagr,108.85,0.2931,26.92696371,2019
1594,1,B01W,acru,32.5,0.1165,35.84615385,2019
4082,1,B02W,fagr,67.05,0.1929,28.76957494,2019
4084,1,B02W,amel,29.19,0.0921,31.55190134,2019
1756,1,B02W,fagr,43.14,0.145,33.61149745,2019
4078,1,B02W,fagr,63.56,0.1932,30.39647577,2019
4080,1,B02W,fagr,46.79,0.1309,27.97606326,2019
4105,1,B01W,fagr,42.37,0.096,22.65754071,2019
4098,1,B01E,fagr,75.44,0.212,28.10180276,2019
1741,1,B01E,fagr,41.09,0.1187,28.88780725,2019
1631,1,B01W,fagr,34.22,0.0978,28.57977791,2019
1627,1,B01W,fagr,40.13,0.0916,22.8258161,2019
1628,1,B01W,fagr,58.98,0.1465,24.83892845,2019
1647,1,B01W,fagr,44.99,0.1156,25.6945988,2019
1595,1,B01W,fagr,72.86,0.1898,26.04995883,2019
1592,1,B01W,acru,33.5,0.1229,36.68656716,2019
4097,1,B01E,fagr,30.64,0.0799,26.0770235,2019
4096,1,B01E,fagr,51.65,0.14,27.10551791,2019
4102,1,B01E,fagr,53.38,0.1512,28.32521544,2019
4100,1,B01E,fagr,61.74,0.1607,26.02850664,2019
1663,1,B01E,fagr,67.5,0.1961,29.05185185,2019
4099,1,B01E,amel,24.94,0.0851,34.12189254,2019
4139,1,B01E,fagr,52.64,0.1618,30.73708207,2019
4076,1,B02W,acpe,95.97,0.3157,32.89569657,2019
1780,1,B02W,acpe,120.24,0.3615,30.06487026,2019
4083,1,B02W,acpe,108.99,0.3574,32.79199927,2019
4095,1,B01E,acpe,123.48,0.3443,27.88305799,2019
1742,1,B01E,acpe,197.66,0.6322,31.98421532,2019
4103,1,B01W,acpe,211.83,0.6671,31.49223434,2019
1884,1,B02E,acpe,116.27,0.4007,34.46288811,2019
4079,1,B02E,acpe,175.46,0.5386,30.69645503,2019
4094,1,B02E,acpe,148.01,0.3875,26.18066347,2019
4087,1,B02E,fagr,59.24,0.1701,28.71370695,2019
3959,1,C01E,fagr,32.44,0.109,33.60049322,2019
3966,1,C01E,fagr,85.32,0.3906,45.78059072,2019
805,1,C01E,fagr,78.41,0.296,37.75028695,2019
806,1,C01E,fagr,71.78,0.2901,40.41515743,2019
3962,1,C01E,fagr,73.26,0.1891,25.81217581,2019
879,1,C01W,acru,78.7,0.3922,49.83481576,2019
3951,1,C01W,fagr,58.04,0.2373,40.88559614,2019
3950,1,C01W,amel,30.36,0.1399,46.08036891,2019
3947,1,C01W,quru,118.32,0.5641,47.67579446,2019
3949,1,C01W,fagr,56.68,0.2566,45.27170078,2019
3948,1,C01W,fagr,52.22,0.2115,40.50172348,2019
3954,1,C01W,fagr,43.1,0.123,28.53828306,2019
3953,1,C01W,fagr,57.9,0.2314,39.96545769,2019
3955,1,C01W,quru,81.26,0.3917,48.20329806,2019
3942,1,C01W,fagr,40.46,0.1611,39.81710331,2019
3943,1,C01W,fagr,57.03,0.2192,38.43591092,2019
3944,1,C01W,fagr,75.98,0.3145,41.3924717,2019
4093,1,B02E,fagr,53.72,0.1337,24.88830975,2019
1949,1,B02E,fagr,83.15,0.2581,31.04028863,2019
4090,1,B02E,fagr,54.51,0.1879,34.47073931,2019
4091,1,B02E,fagr,40.91,0.1333,32.58372036,2019
4092,1,B02E,fagr,44.85,0.1359,30.30100334,2019
4088,1,B02E,fagr,53.38,0.1388,26.00224803,2019
4089,1,B02E,fagr,78.51,0.243,30.95147115,2019
775,1,C01E,fagr,75.54,0.2217,29.34868944,2019
3963,1,C01E,fagr,104.63,0.4533,43.32409443,2019
4101,1,B01E,fagr,57,0.1923,33.73684211,2019
2684,1,A04E,acpe,205.12,0.5398,26.31630265,2019
4073,1,A04E,acpe,233.88,0.6049,25.86369078,2019
4074,1,A04E,acpe,255.07,0.6338,24.84808092,2019
4066,1,A04E,acpe,78.31,0.1946,24.84995531,2019
4071,1,A04E,acpe,130.96,0.3219,24.58002443,2019
2733,1,A04E,acpe,104.07,0.2347,22.55212838,2019
4067,1,A04E,acpe,104.92,0.2527,24.08501716,2019
4019,1,A01E,acpe,180.03,0.5583,31.01149808,2019
4022,1,A01E,acpe,110.12,0.2993,27.17944061,2019
4027,1,A01E,acpe,168.99,0.4067,24.06651281,2019
4025,1,A01E,acpe,130.69,0.322,24.63845742,2019
4026,1,A01E,acpe,166.41,0.4112,24.71005348,2019
2838,1,A01E,acpe,128.45,0.3031,23.59673025,2019
2835,1,A01E,acpe,153.92,0.333,21.63461538,2019
2836,1,A01E,acpe,223.9,0.6719,30.00893256,2019
4020,1,A01E,acpe,114.5,0.2793,24.3930131,2019
4063,1,A04W,fagr,55.89,0.1383,24.74503489,2019
2643,1,A04W,acsa,84.56,0.2361,27.92100284,2019
4056,1,A04W,fagr,81.85,0.1688,20.62309102,2019
4062,1,A04W,fagr,87.83,0.2016,22.95343277,2019
4058,1,A04W,fagr,75.01,0.1834,24.45007332,2019
4060,1,A04W,fagr,64.34,0.1528,23.74883432,2019
4059,1,A04W,fagr,53.9,0.1346,24.97217069,2019
4055,1,A04W,fagr,71.17,0.1559,21.90529718,2019
4023,1,A01E,fagr,53.14,0.1474,27.73805043,2019
2718,1,A04E,fagr,57.29,0.1307,22.81375458,2019
4072,1,A04E,acpe,43.38,0.0914,21.06961734,2019
2709,1,A04E,fagr,98.99,0.2503,25.28538236,2019
2760,1,A04E,fagr,80.73,0.2359,29.22085966,2019
2708,1,A04E,fagr,54.16,0.13,24.00295421,2019
2593,1,A04W,fagr,55.13,0.1208,21.91184473,2019
526,1,D03W,fagr,55.57,0.1953,35.14486234,2019
527,1,D03W,fagr,70.55,0.3066,43.45854004,2019
3190,1,D03W,fagr,33.46,0.096,28.6909743,2019
538,1,D03W,fagr,70.47,0.2989,42.41521215,2019
3193,1,D03W,acru,55.97,0.3081,55.04734679,2019
3192,1,D03W,acru,31.94,0.1564,48.96681277,2019
3196,1,D03W,acru,73.19,0.4693,64.12078153,2019
3197,1,D03W,acru,59.05,0.3701,62.67569856,2019
3198,1,D03W,acru,66.96,0.3154,47.10274791,2019
513,1,D03W,acru,36.19,0.2228,61.56396795,2019
3188,1,D03W,acru,151.77,0.9941,65.50042828,2019
3187,1,D03W,acru,86.79,0.462,53.23193916,2019
3209,1,D03E,fagr,103.2,0.4588,44.45736434,2019
3208,1,D03E,fagr,60.67,0.2466,40.64611835,2019
3210,1,D03E,fagr,33.38,0.1225,36.69862193,2019
3205,1,D03E,acru,59.03,0.341,57.767237,2019
3206,1,D03E,quru,57.97,0.2823,48.69760221,2019
441,1,D03E,acru,67.5,0.4501,66.68148148,2019
414,1,D03E,quru,7.96,0.0394,49.49748744,2019
3202,1,D03E,acru,142.25,0.6806,47.84534271,2019
3201,1,D03E,acru,125.04,0.6761,54.07069738,2019
388,1,D03E,fagr,51.09,0.2529,49.5008808,2019
389,1,D03E,fagr,57.45,0.2742,47.72845953,2019
390,1,D03E,fagr,31.06,0.0887,28.55763039,2019
3240,1,D02W,acru,50.74,0.3247,63.99290501,2019
3239,1,D02W,fagr,75.08,0.292,38.89184869,2019
242,1,D02W,fagr,31.06,0.1155,37.18609144,2019
3237,1,D02W,fagr,80.18,0.3138,39.13694188,2019
3231,1,D02W,acru,82.25,0.411,49.96960486,2019
3232,1,D02W,fagr,57.59,0.2165,37.59333218,2019
3233,1,D02W,fagr,35.55,0.1088,30.604782,2019
3236,1,D02W,fagr,32.8,0.1323,40.33536585,2019
4113,1,B04E,fagr,47.92,0.1499,31.28130217,2019
3262,1,B03E,fagr,83.89,0.254,30.27774467,2019
3263,1,B03E,fagr,65.98,0.2148,32.55531979,2019
3266,1,B03E,fagr,27.02,0.076,28.1273131,2019
3267,1,B03E,fagr,55.57,0.1387,24.95951053,2019
2130,1,B03E,acru,41.93,0.1553,37.03792034,2019
3265,1,B03E,fagr,47.42,0.1433,30.21931674,2019
3270,1,B03E,acru,55.65,0.1947,34.98652291,2019
3271,1,B03E,fagr,75.61,0.2307,30.51183706,2019
3258,1,B03E,fagr,56.71,0.1499,26.43272791,2019
3259,1,B03E,fagr,49.57,0.1396,28.16219488,2019
3257,1,B03E,fagr,42.6,0.1185,27.81690141,2019
4127,1,B04W,quru,25.3,0.0825,32.60869565,2019
4126,1,B04W,fagr,43.14,0.1218,28.23365786,2019
2206,1,B04W,fagr,43.26,0.1015,23.46278317,2019
4122,1,B04W,fagr,77.42,0.2285,29.51433738,2019
4121,1,B04W,quru,87.79,0.3162,36.01776968,2019
4120,1,B04W,acru,86.63,0.3194,36.86944477,2019
4114,1,B04E,fagr,51.99,0.1491,28.67859204,2019
2263,1,B04E,acpe,67.17,0.2036,30.31115081,2019
2312,1,B04E,acru,74.54,0.2855,38.30158304,2019
4112,1,B04E,acru,46.82,0.1763,37.65484836,2019
2262,1,B04E,acpe,59.7,0.1791,30,2019
4109,1,B04E,fagr,53.85,0.1593,29.5821727,2019
4107,1,B04E,fagr,56.8,0.1827,32.16549296,2019
4125,1,B04W,acru,57.97,0.235,40.53820942,2019
4123,1,B04W,acru,45.62,0.1801,39.47829899,2019
4110,1,B04E,fagr,63.03,0.1981,31.42947803,2019
4124,1,B04W,acru,40.49,0.1506,37.19436898,2019
2226,1,B04W,acpe,252.5,0.7405,29.32673267,2019
2227,1,B04W,acpe,160.49,0.4104,25.57168671,2019
2228,1,B04W,acpe,170.72,0.5157,30.20735708,2019
4111,1,B04E,acpe,156.3,0.5101,32.63595649,2019
4108,1,B04E,acpe,267.31,0.812,30.37671617,2019
2334,1,B04E,acpe,98.45,0.2461,24.99746064,2019
3261,1,B03E,acpe,170.29,0.6961,40.87732691,2019
3995,1,A03E,acsa,117.16,0.31,26.45954251,2019
4002,1,A03E,acpe,115.97,0.3457,29.80943347,2019
4009,1,A03W,acpe,64.18,0.1571,24.47803054,2019
4006,1,A03W,acpe,224.01,0.6821,30.4495335,2019
2388,1,A03W,acpe,41.29,0.1018,24.65488012,2019
4007,1,A03W,fagr,50.81,0.1246,24.52273175,2019
4017,1,A03W,fagr,86.26,0.2113,24.49571064,2019
2362,1,A03W,fagr,61.96,0.1745,28.16333118,2019
3996,1,A03E,fagr,46.93,0.1234,26.29448114,2019
3997,1,A03E,fagr,49.01,0.1304,26.60681494,2019
2508,1,A03E,fagr,75.44,0.279,36.98303287,2019
4000,1,A03E,fagr,51.09,0.1427,27.93110198,2019
3999,1,A03E,fagr,43.87,0.1256,28.63004331,2019
4003,1,A03E,fagr,70.59,0.1858,26.32100864,2019
4016,1,A03W,fagr,40.72,0.0961,23.60019646,2019
2553,1,A03E,fagr,60.78,0.1797,29.56564659,2019
2554,1,A03E,fagr,61.69,0.1693,27.44366996,2019
2552,1,A03E,fagr,71.6,0.1756,24.52513966,2019
4011,1,A03W,fagr,50.29,0.1401,27.85842116,2019
4013,1,A03W,fagr,67.33,0.196,29.110352,2019
4015,1,A03W,fagr,55.58,0.1397,25.13494063,2019
4010,1,A03W,fagr,55.41,0.1457,26.29489262,2019
4012,1,A03W,fagr,35.52,0.109,30.68693694,2019
3283,1,D02E,acru,43.96,0.2619,59.57688808,2019
3284,1,D02E,acru,46.22,0.2818,60.96927737,2019
3297,1,D04W,acru,37.15,0.1858,50.01345895,2019
3288,1,D02E,fagr,55.35,0.1954,35.30261969,2019
3287,1,D02E,acru,41.06,0.2348,57.18460789,2019
346,1,D02E,acru,39.59,0.2392,60.4192978,2019
3289,1,D02E,acru,68.52,0.4141,60.43490952,2019
3299,1,D04W,amel,26.63,0.0969,36.38753286,2019
154,1,D04E,quru,25.99,0.139,53.4821085,2019
3302,1,D04E,fagr,33.2,0.1468,44.21686747,2019
3293,1,D02E,acru,39.85,0.2379,59.69887077,2019
3294,1,D02E,fagr,42.85,0.1841,42.9638273,2019
3290,1,D02E,fagr,24.51,0.0976,39.82048144,2019
3221,1,D01W,pire,0.647,0.0057,88.09891808,2019
3230,1,D01W,pist,0.708,0.0068,96.04519774,2019
625,1,D01W,pist,1.062,0.0104,97.92843691,2019
3229,1,D01W,pist,1.063,0.0123,115.710254,2019
591,1,D01W,pist,0.967,0.0129,133.4022751,2019
3225,1,D01W,pist,0.807,0.0093,115.2416357,2019
3226,1,D01W,pist,0.991,0.0127,128.1533804,2019
3227,1,D01W,pist,0.963,0.0105,109.0342679,2019
620,1,D01W,pist,0.902,0.0107,118.6252772,2019
3224,1,D01W,pist,0.858,0.009,104.8951049,2019
3243,1,D02W,pist,0.939,0.011,117.1458999,2019
259,1,D02W,pist,1.033,0.0149,144.2400774,2019
277,1,D02W,pist,0.769,0.0096,124.8374512,2019
3309,1,D04E,pist,0.961,0.0113,117.5858481,2019
3310,1,D04E,pist,0.979,0.0126,128.7027579,2019
196,1,D04E,pist,0.961,0.0118,122.7887617,2019
3305,1,D04E,pist,1.09,0.0155,142.2018349,2019
3306,1,D04E,pist,0.98,0.0123,125.5102041,2019
175,1,D04E,pist,0.765,0.01,130.7189542,2019
160,1,D04E,pist,1.019,0.0115,112.8557409,2019
161,1,D04E,pist,0.809,0.0099,122.3733004,2019
15,1,D04W,pist,0.95,0.0106,111.5789474,2019
101,1,D04W,pist,0.872,0.0114,130.733945,2019
99,1,D04W,pist,1.002,0.0125,124.750499,2019
3285,1,D02E,pist,0.718,0.0081,112.8133705,2019
3295,1,D02E,pist,0.85,0.008,94.11764706,2019
3961,1,C01E,pist,0.742,0.0111,149.5956873,2019
3960,1,C01E,pist,0.928,0.0119,128.2327586,2019
4085,1,B02E,fagr,54.93,0.1761,32.05898416,2019
737,1,C01E,pist,0.886,0.0117,132.0541761,2019
3314,1,C04W,pist,0.906,0.0107,118.1015453,2019
1515,1,C04E,pist,0.717,0.0103,143.6541144,2019
3987,1,C02E,pist,0.895,0.0122,136.3128492,2019
3982,1,C02E,pist,0.694,0.01,144.092219,2019
1101,1,C02E,pist,0.879,0.0112,127.4175199,2019
3970,1,C02W,pist,0.957,0.0104,108.6729363,2019
3981,1,C02E,pist,0.803,0.0099,123.2876712,2019
3217,1,D01E,acru,30.1,0.1815,60.29900332,2019
707,1,D01E,quru,45.38,0.2057,45.32833848,2019
3214,1,D01E,acru,65.09,0.403,61.91427255,2019
690,1,D01E,quru,102.08,0.5814,56.95532915,2019
3213,1,D01E,fagr,51.98,0.1559,29.99230473,2019
668,1,D01E,fagr,52.63,0.1763,33.49800494,2019
667,1,D01E,fagr,46.14,0.1812,39.27178153,2019
648,1,D01E,acru,16.62,0.0818,49.21780987,2019
649,1,D01E,acru,38.57,0.1922,49.83147524,2019
647,1,D01E,acru,46.01,0.2547,55.35753097,2019
637,1,D01W,quru,53.03,0.2624,49.48142561,2019
3216,1,D01E,acru,30.93,0.152,49.14322664,2019
3220,1,D01W,fagr,27.8,0.1133,40.75539568,2019
2311,1,B04E,acru,54.9,0.2471,45.00910747,2019
697,1,D01E,quru,52.24,0.3128,59.8774885,2019
3301,1,D04E,fagr,47.13,0.1834,38.9136431,2019
148,1,D04E,acru,58.99,0.3494,59.230378,2019
3286,1,D02E,acru,45.75,0.2442,53.3770492,2019
15,1,D04W,pist,1.06,0.0098,92.45,2020
16,1,D04W,pist,1.276,0.0173,135.58,2020
60,1,D04W,pist,1.017,0.0096,94.4,2020
63,1,D04W,pist,0.8,0.0097,121.25,2020
77,1,D04W,amel,15.07,0.1544,102.46,2020
99,1,D04W,pist,1.284,0.0127,98.91,2020
100,1,D04W,pist,1.484,0.0144,97.04,2020
101,1,D04W,pist,1.068,0.0119,111.42,2020
131,1,D04W,pist,0.756,0.0093,123.02,2020
133,1,D04W,pist,0.936,0.0104,111.11,2020
149,1,D04E,acru,30.03,0.2223,74.03,2020
154,1,D04E,quru,98.27,0.5917,60.21,2020
160,1,D04E,pist,1.228,0.0106,86.32,2020
161,1,D04E,pist,1.233,0.0112,90.84,2020
174,1,D04E,pist,1.181,0.0122,103.3,2020
175,1,D04E,pist,0.94,0.0104,110.64,2020
196,1,D04E,pist,1.202,0.0135,112.31,2020
242,1,D02W,fagr,34.21,0.1774,51.86,2020
346,1,D02E,acru,65.15,0.4293,65.89,2020
388,1,D03E,fagr,20.48,0.1097,53.56,2020
389,1,D03E,fagr,34.69,0.1848,53.27,2020
390,1,D03E,fagr,72.6,0.2262,31.16,2020
441,1,D03E,acru,45.64,0.3348,73.36,2020
513,1,D03W,acru,62.75,0.4584,73.05,2020
517,1,D03W,pire,0.928,0.0129,139.01,2020
526,1,D03W,fagr,54.87,0.1853,33.77,2020
527,1,D03W,fagr,46.35,0.159,34.3,2020
538,1,D03W,fagr,77.49,0.2977,38.42,2020
591,1,D01W,pist,0.831,0.0091,109.51,2020
620,1,D01W,pist,0.808,0.01,123.89,2020
625,1,D01W,pist,0.687,0.0082,119.36,2020
637,1,D01W,quru,59.54,0.3147,52.86,2020
647,1,D01E,acru,55.45,0.3048,54.97,2020
649,1,D01E,acru,53.22,0.2922,54.9,2020
667,1,D01E,fagr,45.4,0.1698,37.4,2020
668,1,D01E,fagr,26.35,0.0755,28.65,2020
689,1,D01E,pist,0.867,0.011,126.87,2020
690,1,D01E,quru,116.65,0.6362,54.54,2020
697,1,D01E,quru,56.35,0.3368,59.77,2020
704,1,D01E,quru,68.17,0.3721,54.58,2020
736,1,C01E,pist,1.48,0.0155,104.73,2020
737,1,C01E,pist,0.966,0.0085,87.99,2020
775,1,C01E,fagr,68.87,0.1975,28.68,2020
805,1,C01E,fagr,50.27,0.1421,28.27,2020
806,1,C01E,fagr,41.49,0.1179,28.42,2020
879,1,C01W,acru,18.62,0.1061,56.98,2020
931,1,C02W,acru,73.6,0.323,43.89,2020
934,1,C02W,acpe,91.13,0.2952,32.39,2020
966,1,C02W,fagr,60.6,0.1597,26.35,2020
1198,1,C03W,fagr,67.47,0.19,28.16,2020
1272,1,C03E,acpe,176.87,0.5014,28.35,2020
1273,1,C03E,acpe,158.7,0.5906,37.21,2020
1274,1,C03E,acpe,130.69,0.3916,29.96,2020
1292,1,C03E,fagr,26.23,0.1651,62.94,2020
1295,1,C03E,fagr,32.65,0.2448,74.98,2020
1451,1,C04W,acru,55.77,0.2597,46.57,2020
1592,1,B01W,acru,54.22,0.1947,35.91,2020
1594,1,B01W,acru,36.62,0.1285,35.09,2020
1595,1,B01W,fagr,66.15,0.1491,22.54,2020
1627,1,B01W,fagr,47.84,0.0949,19.84,2020
1628,1,B01W,fagr,53.05,0.1242,23.41,2020
1631,1,B01W,fagr,42.06,0.1033,24.56,2020
1647,1,B01W,fagr,45.55,0.1043,22.9,2020
1649,1,B01W,fagr,50.72,0.1183,23.32,2020
1663,1,B01E,fagr,30.55,0.0718,23.5,2020
1741,1,B01E,fagr,52.74,0.1459,27.66,2020
1742,1,B01E,acpe,161.51,0.463,28.67,2020
1780,1,B02W,acpe,171.04,0.5077,29.68,2020
1884,1,B02E,acpe,35.97,0.0912,25.35,2020
1949,1,B02E,fagr,77.47,0.1933,24.95,2020
1968,1,B03W,fagr,88.8,0.2373,26.72,2020
2003,1,B03W,fagr,33.9,0.0921,27.17,2020
2060,1,B03W,fagr,24.77,0.0707,28.54,2020
2061,1,B03W,acpe,70.02,0.1857,26.52,2020
2062,1,B03W,fagr,90.75,0.2435,26.83,2020
2130,1,B03E,acru,50.9,0.1963,38.57,2020
2206,1,B04W,fagr,43.98,0.1083,24.62,2020
2226,1,B04W,acpe,165.28,0.5276,31.92,2020
2227,1,B04W,acpe,76.68,0.2105,27.45,2020
2228,1,B04W,acpe,92.96,0.3117,33.53,2020
2262,1,B04E,acpe,60.16,0.1646,27.36,2020
2263,1,B04E,acpe,46.93,0.1256,26.76,2020
2311,1,B04E,acru,74.79,0.2907,38.87,2020
2312,1,B04E,acru,74.17,0.2716,36.62,2020
2334,1,B04E,acpe,83.04,0.1744,21,2020
2362,1,A03W,fagr,54.09,0.1195,22.09,2020
2388,1,A03W,acpe,90.71,0.2111,23.27,2020
2508,1,A03E,fagr,50.17,0.2334,46.52,2020
2552,1,A03E,fagr,44.06,0.1053,23.9,2020
2553,1,A03E,fagr,46.65,0.1288,27.61,2020
2554,1,A03E,fagr,63.01,0.1642,26.06,2020
2593,1,A04W,fagr,59.35,0.1271,21.42,2020
2643,1,A04W,acsa,37.49,0.0989,26.38,2020
2647,1,A04W,fagr,33.17,0.0733,22.1,2020
2668,1,A04W,fagr,40.43,0.0983,24.31,2020
2684,1,A04E,acpe,88.19,0.2169,24.59,2020
2708,1,A04E,fagr,37.5,0.0986,26.29,2020
2709,1,A04E,fagr,68.27,0.1736,25.43,2020
2718,1,A04E,fagr,44.55,0.0969,21.75,2020
2733,1,A04E,acpe,108.9,0.2245,20.62,2020
2760,1,A04E,fagr,41.16,0.108,26.24,2020
2784,1,A01E,acpe,25.12,0.0593,23.61,2020
2835,1,A01E,acpe,37.43,0.075,20.04,2020
2836,1,A01E,acpe,231.64,0.5843,25.22,2020
2838,1,A01E,acpe,173.07,0.5221,30.17,2020
2880,1,A01W,fagr,66.31,0.2006,30.25,2020
2881,1,A01W,fagr,49.94,0.1138,22.79,2020
2883,1,A01W,fagr,69.87,0.1802,25.79,2020
2906,1,A01W,fagr,62.8,0.1687,26.86,2020
2907,1,A01W,fagr,45.98,0.1112,24.18,2020
2934,1,A01W,fagr,44.02,0.125,28.4,2020
3000,1,A02W,acpe,181.5,0.4574,25.2,2020
3001,1,A02W,acpe,156,0.4018,25.76,2020
3089,1,A02E,fagr,38.02,0.0606,15.94,2020
3090,1,A02E,fagr,53.59,0.1063,19.84,2020
3092,1,A02E,acpe,125.12,0.2095,16.74,2020
3165,1,A02E,acpe,122.07,0.2436,19.96,2020
3166,1,C03W,acpe,166.65,0.5061,30.37,2020
3167,1,C03W,acpe,169.42,0.5117,30.2,2020
3168,1,C03W,acpe,116.56,0.3498,30.01,2020
3169,1,C03W,acpe,84.22,0.2577,30.6,2020
3171,1,C03W,fagr,99.59,0.3531,35.46,2020
3172,1,C03W,fagr,55.48,0.2015,36.32,2020
3173,1,C03W,acpe,169.49,0.5947,35.09,2020
3174,1,C03W,fagr,117.6,0.388,32.99,2020
3175,1,C03W,acpe,116.58,0.2771,23.77,2020
3176,1,C03W,fagr,132.01,0.5389,40.82,2020
3179,1,C03E,fagr,27.99,0.1018,36.37,2020
3181,1,C03E,acpe,239.3,1.0018,41.86,2020
3182,1,C03E,fagr,70.37,0.2843,40.4,2020
3183,1,C03E,fagr,63.34,0.2268,35.81,2020
3184,1,C03E,acpe,150.61,0.3857,25.61,2020
3185,1,C03E,acpe,31.52,0.088,27.92,2020
3186,1,C03E,acpe,69.51,0.1732,24.92,2020
3187,1,D03W,acru,50.16,0.254,50.64,2020
3188,1,D03W,acru,58.65,0.4116,70.18,2020
3190,1,D03W,fagr,30.65,0.0853,27.83,2020
3192,1,D03W,acru,23.51,0.1156,49.17,2020
3193,1,D03W,acru,57.96,0.3781,65.23,2020
3196,1,D03W,acru,64.08,0.3877,60.5,2020
3197,1,D03W,acru,39.52,0.2334,59.06,2020
3198,1,D03W,acru,60.36,0.2923,48.43,2020
3201,1,D03E,acru,97.04,0.4544,46.83,2020
3202,1,D03E,acru,30.9,0.164,53.07,2020
3205,1,D03E,acru,77.61,0.4629,59.64,2020
3206,1,D03E,quru,129.52,0.8064,62.26,2020
3208,1,D03E,fagr,72.76,0.291,39.99,2020
3209,1,D03E,fagr,55.36,0.2273,41.06,2020
3210,1,D03E,fagr,42.68,0.1469,34.42,2020
3213,1,D01E,fagr,44.67,0.1267,28.36,2020
3214,1,D01E,acru,43.5,0.2865,65.86,2020
3218,1,D01E,pist,0.939,0.0126,134.19,2020
3220,1,D01W,fagr,24.82,0.1104,44.48,2020
3225,1,D01W,pist,0.959,0.0103,107.4,2020
