Subplot,Veg_plot,In_out,Species,Filename,ID_tag_2018,ID_tag_added_2019_or_after,final_ID,Canopy_status,Maximum_DBH_estimate_when_tagged_cm,girdled?,Notes_2019,Notes_2020,Notes_2021
C04E,NE,o,acpe,C04W_acpe_01_07252018,NA,3329,3329,sap,1,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,NE,o,fagr,C04W_fagr_01_07252018,NA,3330,3330,sap,2,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,NE,o,fagr,C04W_fagr_02_07252018,NA,3331,3331,sap,1,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,SE,o,acpe,C04W_acpe_02_07252018,NA,3333,3333,sap,2,n,Mistaken subplot ID in 2018; should be CO4E *dead branch; new 02,,
C04E,SE,o,fagr,C04W_fagr_03_07252018,NA,3334,3334,sap,1,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,SE,o,fagr,C04W_fagr_04_07252018,NA,3335,3335,sap,2,n,Mistaken subplot ID in 2018; should be CO4E *dead branch; new 04,,
C04E,SW,o,acru,C04W_acru_01_07252018,NA,3338,3338,sap,1,n,Mistaken subplot ID in 2018; should be CO4E,,"knocked over by falled tree, no foliage; replaced by #4624"
C04E,SW,o,acru,C04W_acru_02_07252018,NA,3339,3339,sap,2,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,SW,o,fagr,C04W_fagr_05_07252018,NA,3340,3340,sap,7,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,NW,o,acpe,C04W_acpe_03_07252018,NA,3342,3342,sap,1,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,NW,o,fagr,C04W_fagr_06_07252018,NA,3343,3343,sap,1,n,Mistaken subplot ID in 2018; should be CO4E,,
C04E,NW,o,fagr,C04W_fagr_07_07252018,NA,3344,3344,sap,1,n,Mistaken subplot ID in 2018; should be CO4E,,
C01W,NE,o,fagr,C01W_fagr_04_07112018,NA,3942,3942,sap,1,n,,,
C01W,NE,o,fagr,C01W_fagr_05_07112018,NA,3943,3943,un,6,n,,,
C01W,NE,o,fagr,C01W_fagr_06_07112018,NA,3944,3944,un,5,n,,,
C01W,SE,o,quru,C01W_quru_02_07112018,NA,3947,3947,sap,3,n,,,
C01W,SE,o,fagr,C01W_fagr_07_07112018,NA,3948,3948,sap,1,n,,,
C01W,SE,o,fagr,C01W_fagr_08_07112018,NA,3949,3949,un,5,n,,,
C01W,SW,i,amel,C01W_amel_01_07112018,NA,3950,3950,sap,1,n,,,
C01W,SW,o,fagr,C01W_fagr_01_07112018,NA,3951,3951,sap,2,n,,,
C01W,NW,i,fagr,C01W_fagr_02_07112018,NA,3953,3953,sap,1,n,,,
C01W,NW,o,fagr,C01W_fagr_03_07112018,NA,3954,3954,sap,1,n,,,
C01W,NW,i,quru,C01W_quru_01_07112018,NA,3955,3955,sap,1,n,,,
C01E,NE,o,pist,C01E_pist_03_07112018,NA,3958,3958,sap,2,n,,,
C01E,SE,o,fagr,C01E_fagr_01_07112018,NA,3959,3959,sap,1,n,,,
C01E,SE,o,pist,C01E_pist_04_07112018,NA,3960,3960,sap,6,n,,,
C01E,SE,o,pist,C01E_pist_05_07112018,NA,3961,3961,sap,2,n,,,
C01E,SW,o,fagr,C01E_fagr_03_07112018,NA,3962,3962,sap,3,n,,,
C01E,SW,o,fagr,C01E_fagr_04_07112018,NA,3963,3963,sap,4,n,,,
C01E,NW,o,fagr,C01E_fagr_07_07112018,NA,3966,3966,sap,3,n,,,
C02W,NE,o,acpe,C02W_acpe_01_07112018,NA,3968,3968,sap,1,n,,,
C02W,NE,o,fagr,C02W_fagr_01_07112018,NA,3969,3969,sap,1,n,,,
C02W,NE,i,pist,C02W_pist_01_07112018,NA,3970,3970,sap,1,n,,,
C02W,SE,o,fagr,C02W_fagr_02_07112018,NA,3973,3973,sap,5,n,,,
C02W,SE,o,fagr,C02W_fagr_04_07122018,NA,3974,3974,sap,3,n,,,
C02W,SW,o,acpe,C02W_acpe_03_07122018,NA,3976,3976,sap,2,n,,,
C02W,NW,o,amel,C02W_amel_01_07122018,NA,3977,3977,sap,1,n,,,
C02W,NW,o,fagr,C02W_fagr_05_07122018,NA,3978,3978,sap,3,n,,,
C02W,NW,o,fagr,C02W_fagr_06_07122018,NA,3979,3979,sap,1,n,,,
C02E,NE,o,acpe,C02E_acpe_01_07122018,NA,3980,3980,sap,4,n,,,
C02E,NE,o,pist,C02E_pist_01_07122018,NA,3981,3981,sap,4,n,,,
C02E,NE,o,pist,C02E_pist_02_07122018,NA,3982,3982,sap,3,n,,,
C02E,SE,o,acpe,C02E_acpe_02_07122018,NA,3985,3985,sap,2,n,,,
C02E,SE,o,acpe,C02E_acpe_03_07122018,NA,3986,3986,sap,2,n,tree cut severely during girdling (GEORGE); may need to select new stem this year,,
C02E,SE,o,pist,C02E_pist_03_07122018,NA,3987,3987,sap,3,n,,,
C02E,SW,o,acpe,C02E_acpe_04_07122018,NA,3988,3988,sap,1,n,,,
C02E,SW,o,acpe,C02E_acpe_05_07122018,NA,3989,3989,sap,2,n,,,
C02E,SW,o,acpe,C02E_acpe_06_07122018,NA,3990,3990,sap,1,n,,,
C02E,NW,o,acpe,C02E_acpe_07_07122018,NA,3991,3991,sap,3,n,,,
C02E,NW,o,acpe,C02E_acpe_08_07122018,NA,3992,3992,sap,1,n,,,
C02E,NW,o,acpe,C02E_acpe_09_07122018,NA,3993,3993,sap,1,n,,,
A03E,NE,o,acsa,A03E_acsa_01_08032018,NA,3995,3995,un,6,n,,,
A03E,NE,o,fagr,A03E_fagr_01_08032018,NA,3996,3996,sap,1,n,,,
A03E,NE,o,fagr,A03E_fagr_02_08032018,NA,3997,3997,sap,1,n,,,
A03E,SE,i,fagr,A03E_fagr_03_08032018,NA,3999,3999,sap,1,n,,,
A03E,SE,o,fagr,A03E_fagr_04_08032018,NA,4000,4000,sap,2,n,,,
A03E,SE,o,fagr,NA,NA,4001,4001,sap,2,n,,,replacing girdled #2508
A03E,SW,o,acpe,A03E_acpe_01_08032018,NA,4002,4002,sap,2,n,,,
A03E,SW,i,fagr,A03E_fagr_06_08032018,NA,4003,4003,sap,1,n,,,
A03E,SW,i,fagr,A03E_fagr_07_08032018,NA,4004,4004,sap,1,n,,,
A03W,NE,i,acpe,A03W_acpe_01_08032018,NA,4006,4006,sap,1,n,,,
A03W,NE,i,fagr,A03W_fagr_02_08032018,NA,4007,4007,sap,1,n,,,
A03W,SE,i,acpe,A03W_acpe_03_08032018,NA,4009,4009,sap,1,n,,,
A03W,SE,i,fagr,A03W_fagr_03_08032018,NA,4010,4010,sap,1,n,,,
A03W,SW,i,fagr,A03W_fagr_04_08032018,2419,4011,4011,sap,2,n,"insect girdled off last year's branch; pick new leaf/branch, 2419 CUT DOWN BY GEORGE!!!! New tree chosen for 2019",,
A03W,SW,i,fagr,A03W_fagr_05_08032018,NA,4012,4012,sap,1,n,,,
A03W,SW,o,fagr,A03W_fagr_06_08032018,NA,4013,4013,sap,1,n,,,
A03W,NW,i,fagr,A03W_fagr_07_08032018,NA,4015,4015,sap,1,n,,,
A03W,NW,o,fagr,A03W_fagr_08_08032018,NA,4016,4016,sap,1,n,,,
A03W,NW,o,fagr,A03W_fagr_09_08032018,NA,4017,4017,un,7,n,,,
A01E,NE,i,acpe,A01E_acpe_02_08022018,NA,4019,4019,sap,1,n,,,
A01E,NE,i,acpe,A01E_acpe_03_08022018,NA,4020,4020,sap,1,n,,,
A01E,SE,o,acpe,A01E_acpe_04_08022018,NA,4022,4022,sap,1,n,,,
A01E,SE,o,fagr,A01E_fagr_01_08022018,NA,4023,4023,un,2,n,,,
A01E,SE,o,fagr,A01E_fagr_02_08022018,NA,4024,4024,un,7,n,,,
A01E,NW,i,acpe,A01E_acpe_08_08022018,NA,4025,4025,sap,1,n,branch sampled last year accidentally broken during girdling; pick new leaf/branch,,"top severed, no new leaves at 1m, replaced by #4627"
A01E,NW,i,acpe,A01E_acpe_09_08022018,NA,4026,4026,sap,1,n,,,
A01E,NW,o,acpe,A01E_acpe_10_08022018,NA,4027,4027,sap,1,n,,,
A01W,SE,i,fagr,A01W_fagr_06_08022018,NA,4030,4030,sap,1,n,,,
A01W,SW,o,acpe,A01W_acpe_01_08022018,NA,4032,4032,sap,1,n,,,
A01W,SW,o,fagr,A01W_fagr_08_08022018,NA,4033,4033,sap,2,n,,,
A01W,NW,i,acpe,A01W_acpe_02_08022018,NA,4035,4035,sap,1,n,,,
A01W,NW,i,fagr,A01W_fagr_09_08022018,NA,4036,4036,sap,1,n,,,
A01W,NW,i,fagr,A01W_fagr_10_08022018,NA,4037,4037,sap,1,n,,,
A02W,NE,i,acpe,A02W_acpe_03_08032018,NA,4040,4040,sap,1,n,,,
A02W,SE,i,acpe,A02W_acpe_04_08032018,NA,4041,4041,sap,1,n,,,
A02W,SE,i,acpe,A02W_acpe_05_08032018,NA,4042,4042,sap,1,n,,,
A02W,SE,i,acpe,A02W_acpe_06_08032018,NA,4043,4043,sap,1,n,,,
A02W,SW,i,fagr,A02W_fagr_01_08032018,NA,4046,4046,sap,1,n,,,
A02W,SW,o,fagr,A02W_fagr_02_08032018,NA,4047,4047,sap,1,n,,,
A02W,SW,o,fagr,A02W_fagr_03_08032018,NA,4048,4048,sap,4,n,,,
A02W,NW,o,acpe,A02W_acpe_07_08032018,NA,4050,4050,sap,1,n,,dead; replaced by #4605,
A02W,NW,o,acpe,A02W_acpe_08_08032018,NA,4051,4051,sap,1,n,,,dead & gone; replaced by #4626
A02W,NW,o,acpe,A02W_acpe_09_08032018,NA,4052,4052,sap,2,n,,dead; replaced by #4606,
A04W,NE,o,fagr,A04W_fagr_01_08022018,NA,4055,4055,un,7,n,,,
A04W,NE,o,fagr,A04W_fagr_03_08022018,NA,4056,4056,sap,1,n,,,
A04W,SE,o,fagr,A04W_fagr_04_08022018,NA,4058,4058,un,9,n,,,
A04W,SE,o,fagr,A04W_fagr_05_08022018,NA,4059,4059,sap,1,n,,,
A04W,SE,o,fagr,A04W_fagr_06_08022018,NA,4060,4060,sap,1,n,,,
A04W,SW,o,fagr,A04W_fagr_08_08022018,NA,4062,4062,sap,5,n,,,
A04W,NW,i,fagr,A04W_fagr_09_08022018,NA,4063,4063,sap,1,n,,,
A04W,NW,o,fagr,A04W_fagr_11_08022018,NA,4064,4064,sap,2,n,,,
A04E,NE,i,acpe,A04E_acpe_02_08022018,NA,4066,4066,sap,1,n,,,
A04E,NE,i,acpe,A04E_acpe_03_08022018,NA,4067,4067,sap,1,n,,,
A04E,SW,o,acpe,A04E_acpe_05_08022018,NA,4071,4071,sap,2,n,,,
A04E,SW,o,acpe,A04E_acpe_06_08022018,NA,4072,4072,sap,2,n,,,
A04E,NW,o,acpe,A04E_acpe_07_08022018,NA,4073,4073,sap,1,n,,,
A04E,NW,o,acpe,A04E_acpe_08_08022018,NA,4074,4074,sap,1,n,,dead; replaced by #4604,
B02W,SW,o,acpe,B02E_acpe_03_07292018,NA,4076,4076,sap,1,n,Subplot ID mistaken in 2018,,
B02W,SW,o,fagr,B02E_fagr_05_07292018,NA,4077,4077,sap,4,n,Subplot ID mistaken in 2018,,
B02W,NW,o,fagr,B02E_fagr_07_07292018,NA,4078,4078,sap,4,n,"Subplot ID mistaken in 2018; DEAD BRANCH, RELOCATED",,
B02E,NE,o,acpe,B02W_acpe_01_07292018,NA,4079,4079,sap,1,n,Subplot ID mistaken in 2018,,
B02W,SE,o,fagr,B02E_fagr_04_07292018,NA,4080,4080,sap,1,n,Subplot ID mistaken in 2018,,
B02W,NW,o,fagr,NA,NA,4081,4081,NA,8,n,,replacing dead #1834,
B02W,NW,o,fagr,B02E_fagr_08_07292018,NA,4082,4082,un,5,n,Subplot ID mistaken in 2018,,
B02W,SW,o,acpe,B02E_acpe_02_07292018,NA,4083,4083,sap,1,n,Subplot ID mistaken in 2018,,
B02W,SE,o,amel,B02E_amel_01_07292018,NA,4084,4084,sap,2,n,"Subplot ID mistaken in 2018; DEAD BRANCH, RELOCATED",,
B02E,NE,o,fagr,B02W_fagr_01_07292018,NA,4085,4085,sap,2,n,Subplot ID mistaken in 2018,,
B02E,NE,o,fagr,B02W_fagr_02_07292018,NA,4087,4087,sap,1,n,Subplot ID mistaken in 2018,,
B02E,SE,i,fagr,B02W_fagr_03_07292018,NA,4088,4088,sap,1,n,Subplot ID mistaken in 2018,,
B02E,SE,o,fagr,B02W_fagr_04_07292018,NA,4089,4089,sap,2,n,Subplot ID mistaken in 2018,,
B02E,SW,i,fagr,B02W_fagr_05_07292018,NA,4090,4090,sap,1,n,Subplot ID mistaken in 2018,,
B02E,SW,o,fagr,B02W_fagr_06_07292018,NA,4091,4091,sap,1,n,Subplot ID mistaken in 2018,,
B02E,SW,o,fagr,B02W_fagr_07_07292018,NA,4092,4092,sap,1,n,Subplot ID mistaken in 2018,,
B02E,NW,o,fagr,B02W_fagr_09_07292018,NA,4093,4093,sap,3,n,Subplot ID mistaken in 2018,,
B02E,NW,o,acpe,B02W_acpe_03_07292018,NA,4094,4094,sap,1,n,Subplot ID mistaken in 2018,,
B01E,SW,i,acpe,B01E_acpe_01_08012018,NA,4095,4095,sap,1,n,,,
B01E,SW,o,fagr,B01E_fagr_05_08012018,NA,4096,4096,sap,1,n,,,
B01E,SW,o,fagr,B01E_fagr_06_08012018,NA,4097,4097,sap,1,n,,,
B01E,NW,i,fagr,B01E_fagr_08_08012018,NA,4098,4098,sap,1,n,,,
B01E,NE,i,amel,B01E_amel_01_08012018,NA,4099,4099,sap,1,n,,"dead, replaced by #4601",
B01E,NE,o,fagr,B01E_fagr_02_08012018,NA,4100,4100,sap,5,n,,,
B01E,SE,o,fagr,B01E_fagr_04_08012018,NA,4101,4101,sap,1,n,,,
B01E,SE,o,fagr,B01E_fagr_03_08012018,NA,4102,4102,sap,1,n,,,
B01W,NE,i,acpe,B01W_acpe_01_08012018,NA,4103,4103,sap,1,n,,,
B01W,NE,i,fagr,B01W_fagr_01_08012018,NA,4104,4104,sap,1,n,,,
B01W,NE,i,fagr,B01W_fagr_02_08012018,NA,4105,4105,sap,1,n,,,
B01W,NW,i,fagr,B01W_fagr_09_08012018,NA,4106,4106,sap,1,n,,,
B04E,NE,o,fagr,B04E_fagr_01_07272018,NA,4107,4107,sap,2,n,FELLED UNDER ANOTHER TREE,Not sampled in 2020; dying. Replaced by #4602,Not sampled in 2021.
B04E,SE,o,acpe,B04E_acpe_03_07272018,NA,4108,4108,sap,1,n,,,
B04E,SE,o,fagr,B04E_fagr_02_07272018,NA,4109,4109,sap,1,n,,,
B04E,SW,o,fagr,B04E_fagr_03_07272018,NA,4110,4110,sap,1,n,,,
B04E,SW,o,acpe,B04E_acpe_04_07272018,NA,4111,4111,sap,1,n,,,
B04E,SE,o,acru,B04E_acru_01_07272018,NA,4112,4112,sap,4,n,"FELLED, STILL GROWING",,
B04E,NW,i,fagr,B04E_fagr_04_07272018,NA,4113,4113,sap,1,n,,,
B04E,NW,i,fagr,B04E_fagr_05_07272018,NA,4114,4114,sap,1,n,,,
B04W,SE,o,acru,B04W_acru_04_07272018,NA,4120,4120,sap,3,n,,,
B04W,SE,o,quru,B04W_quru_01_07272018,NA,4121,4121,un,5,n,,,
B04W,SE,o,fagr,B04W_fagr_01_07272018,NA,4122,4122,sap,1,n,,,
B04W,NE,o,acru,B04W_acru_03_07272018,NA,4123,4123,sap,2,n,,,
B04W,NE,i,acru,B04W_acru_01_07272018,NA,4124,4124,sap,1,n,,,
B04W,NE,o,acru,B04W_acru_02_07272018,NA,4125,4125,sap,3,n,,,
B04W,SW,o,fagr,B04W_fagr_03_07272018,NA,4126,4126,sap,2,n,,,
B04W,SW,o,quru,B04W_quru_02_07272018,NA,4127,4127,sap,4,n,,,
B02W,NE,o,fagr,NA,NA,4136,4136,NA,NA,n,,replacing girdled #1752,
B02W,NE,o,fagr,NA,NA,4137,4137,NA,NA,n,,replacing girdled #1755,
B01E,SE,o,fagr,NA,NA,4139,4139,NA,NA,n,replacing dead #1680 QURU,,
B01E,NE,o,fagr,NA,NA,4601,4601,sap,1,n,,replacing dead #4099,
B04E,NE,o,fagr,NA,NA,4602,4602,NA,NA,n,,replacing dying #4107,
B02W,NE,o,fagr,NA,NA,4603,4603,NA,NA,n,,replacing girdled #1756,
A04E,NW,o,acpe,NA,NA,4604,4604,NA,NA,n,,replacing dead #4074,
A02W,NW,i,acpe,NA,NA,4605,4605,sap,1,n,,replacing dead #4050,
A02W,NW,o,acpe,NA,NA,4606,4606,sap,1,n,,replacing dead #4052,
C03W,SE,o,fagr,NA,NA,4607,4607,NA,8,n,,replacing dead #3170,
C03E,SE,o,fagr,NA,NA,4608,4608,NA,7,n,,replacing girdled #1295,
C03E,SE,o,fagr,NA,NA,4609,4609,NA,5,n,,replacing girdled #1292,
D04W,NE,o,pist,NA,NA,4610,4610,sap,1,n,,replacing girdled #0016,
D04W,SE,o,pist,NA,NA,4611,4611,sap,2,n,,replacing girdled #0063,
D04W,NW,i,pist,NA,NA,4612,4612,sap,1,n,,replacing girdled #0131,
D04W,NW,o,pist,NA,NA,4613,4613,sap,1,n,,replacing girdled #0133,
D03W,NE,o,acru,NA,NA,4614,4614,un,8,n,,added in 2020 as a mistake,
D03E,NE,o,fagr,NA,NA,4615,4615,sap,4,n,,replacing girdled #0388,
D03E,NE,o,fagr,NA,NA,4616,4616,sap,5,n,,replacing girdled #0389,
D03E,SE,o,quru,NA,NA,4617,4617,sap,3,n,,replacing dead #0414,
D03E,SW,o,fagr,NA,NA,4618,4618,un,8,n,,replacing girdled #0441,
D01W,SE,o,pist,NA,NA,4619,4619,sap,1,n,,"replacing tree that failed to stabilize,  #0620",
D01E,NE,o,acru,NA,NA,4620,4620,sap,3,n,,replacing dead #0648,
D01E,NW,o,fagr,NA,NA,4621,4621,sap,3,n,,replacing unsampleable #3217,
D02E,SW,o,acru,NA,NA,4622,4622,sap,4,n,,replacing girdled #0346,
C04W,SW,o,fagr,NA,NA,4623,4623,sap,1,n,,replacing dead #3321,
C04E,SW,o,acru,NA,NA,4624,4624,NA,NA,n,,,replacing unsampleable #3338
C03W,NE,o,acpe,NA,NA,4625,4625,sap,1,n,,,replacing dead #3166
A02W,NW,i,acpe,NA,NA,4626,4626,sap,1,n,,,replacing dead #4051
A01E,NW,o,acpe,NA,NA,4627,4627,sap,1,n,,,replacing unsampleable #4025
A01W,SE,i,fagr,NA,NA,4628,4628,sap,2,n,,,replacing dying #2907
